latitude,longitude,distributor_raw,gestor_code,province_name,municipio,subestacion,voltage_kv,firm_capacity_mw,distributor_network,grid_status
37.90725272923683,-0.7835930063973824,i-DE,R1-001,Alicante,Pilar de la Horadada,3574,20.0,7.91,i-DE,Sufficient
37.90725272923683,-0.7835930063973824,i-DE,R1-001,Alicante,Pilar de la Horadada,3574,20.0,6.45,i-DE,Sufficient
38.28185576939006,-0.716077218641859,i-DE,R1-001,Alicante,Elx/Elche,3601,132.0,0.0,i-DE,Congested
38.28185576939006,-0.716077218641859,i-DE,R1-001,Alicante,Elx/Elche,3601,20.0,0.0,i-DE,Congested
38.28185576939006,-0.716077218641859,i-DE,R1-001,Alicante,Elx/Elche,3601,20.0,0.0,i-DE,Congested
38.28185576939006,-0.716077218641859,i-DE,R1-001,Alicante,Elx/Elche,3601,20.0,0.0,i-DE,Congested
38.7514921704006,-0.4458216163926743,i-DE,R1-001,Alicante,Cocentaina,3854,132.0,17.87,i-DE,Sufficient
38.7514921704006,-0.4458216163926743,i-DE,R1-001,Alicante,Cocentaina,3854,20.0,0.0,i-DE,Congested
38.23150491495044,-0.7846042920411841,i-DE,R1-001,Alicante,Crevillent,3737,132.0,0.0,i-DE,Congested
38.23150491495044,-0.7846042920411841,i-DE,R1-001,Alicante,Crevillent,3737,20.0,0.0,i-DE,Congested
38.84857878911627,0.0493678897151453,i-DE,R1-001,Alicante,Dénia,3678,132.0,0.0,i-DE,Congested
38.84857878911627,0.0493678897151453,i-DE,R1-001,Alicante,Dénia,3678,20.0,0.0,i-DE,Congested
38.84857878911627,0.0493678897151453,i-DE,R1-001,Alicante,Dénia,3678,20.0,0.0,i-DE,Congested
38.42443020192987,-0.4205611513907618,i-DE,R1-001,Alicante,Sant Joan d'Alacant,3679,20.0,0.0,i-DE,Congested
38.42443020192987,-0.4205611513907618,i-DE,R1-001,Alicante,Sant Joan d'Alacant,3679,20.0,0.0,i-DE,Congested
38.32865046234191,-0.5192939209069272,i-DE,R1-001,Alicante,Alacant/Alicante,4040,20.0,0.0,i-DE,Congested
38.32865046234191,-0.5192939209069272,i-DE,R1-001,Alicante,Alacant/Alicante,4040,20.0,0.0,i-DE,Congested
38.32865046234191,-0.5192939209069272,i-DE,R1-001,Alicante,Alacant/Alicante,4040,20.0,0.0,i-DE,Congested
38.27620982289286,-0.6677212103135003,i-DE,R1-001,Alicante,Elx/Elche,4002,66.0,0.0,i-DE,Congested
38.27620982289286,-0.6677212103135003,i-DE,R1-001,Alicante,Elx/Elche,4002,20.0,0.0,i-DE,Congested
38.27620982289286,-0.6677212103135003,i-DE,R1-001,Alicante,Elx/Elche,4002,20.0,0.0,i-DE,Congested
38.27620982289286,-0.6677212103135003,i-DE,R1-001,Alicante,Elx/Elche,4002,20.0,0.0,i-DE,Congested
38.25434841632306,-0.7590520173444091,i-DE,R1-001,Alicante,Elx/Elche,3532,20.0,0.0,i-DE,Congested
